fqdn,recordType
hy-switch-6a-4.net.campus,A
hy-switch-8a-1.net.campus,A
hy-switch-8a-2.net.campus,A
hy-switch-8a-3.net.campus,A
hy-ups-0a-1.net.campus,A
hy-ups-0b-1.net.campus,A
hy-ups-2a-1.net.campus,A
hy-ups-4a-1.net.campus,A
hy-ups-6a-1.net.campus,A
hy-ups-8a-1.net.campus,A
hz-switch-1a-1.net.campus,A
hz-switch-1a-2.net.campus,A
hz-ups-1a-1.net.campus,A
ier-switch-1a-1.net.campus,A
igp-switch-1a-1.net.campus,A
igp-switch-1b-1.net.campus,A
igp-switch-1b-2.net.campus,A
igp-ups-1a-1.net.campus,A
igp-ups-1a-2.net.campus,A
igp-ups-1b-1.net.campus,A
ipf-switch-1a-1.net.campus,A
isc-switch-1a-1.net.campus,A
jc-switch-1a-1.net.campus,A
jc-switch-triage-1.net.campus,A
jc-switch-welctr-1.net.campus,A
jc-ups-1a-1.net.campus,A
jc-ups-welctr-1.net.campus,A
jt1-switch-1a-1.net.campus,A
jt1-switch-1a-2.net.campus,A
jt1-switch-1a-3.net.campus,A
jt1-switch-2a-1.net.campus,A
jt1-switch-2a-2.net.campus,A
jt1-ups-1a-1.net.campus,A
jt1-ups-2a-1.net.campus,A
jt10-switch-1a-1.net.campus,A
jt10-switch-1a-2.net.campus,A
jt10-switch-1a-3.net.campus,A
jt10-ups-1a-1.net.campus,A
jt11-switch-1a-1.net.campus,A
jt11-switch-1a-2.net.campus,A
jt11-switch-1a-3.net.campus,A
jt11-ups-1a-1.net.campus,A
jt12-switch-1a-1.net.campus,A
jt12-switch-1a-2.net.campus,A
jt12-ups-1a-1.net.campus,A
jt13-switch-1a-1.net.campus,A
jt13-switch-1a-2.net.campus,A
jt13-switch-1a-3.net.campus,A
jt13-ups-1a-1.net.campus,A
jt14-switch-1a-1.net.campus,A
jt14-switch-1a-2.net.campus,A
jt14-switch-1a-3.net.campus,A
jt14-ups-1a-1.net.campus,A
jt15-switch-1a-1.net.campus,A
jt15-switch-1a-2.net.campus,A
jt15-switch-1a-3.net.campus,A
jt15-ups-1a-1.net.campus,A
jt16-switch-1a-1.net.campus,A
jt16-ups-1a-1.net.campus,A
jt1a-switch-1a-1.net.campus,A
jt1a-switch-1a-2.net.campus,A
jt1a-ups-1a-1.net.campus,A
jt2-switch-1a-1.net.campus,A
jt2-ups-1a-1.net.campus,A
jt3-switch-0a-1.net.campus,A
jt3-switch-0a-3.net.campus,A
jt3-switch-1a-1.net.campus,A
jt3-switch-1a-2.net.campus,A
jt3-switch-1a-3.net.campus,A
jt3-ups-0a-1.net.campus,A
jt3-ups-0a-2.net.campus,A
jt3-ups-1a-1.net.campus,A
jt4-switch-1a-1.net.campus,A
jt4-switch-1a-2.net.campus,A
jt4-switch-1a-3.net.campus,A
jt4-ups-1a-1.net.campus,A
jt5-switch-1a-1.net.campus,A
jt5-switch-1a-2.net.campus,A
jt5-switch-1a-3.net.campus,A
jt5-switch-facoffice-1.net.campus,A
jt5-ups-1a-1.net.campus,A
jt6-switch-1a-1.net.campus,A
jt6-ups-1a-1.net.campus,A
jt7-switch-1a-1.net.campus,A
jt7-switch-1a-2.net.campus,A
jt7-switch-1a-3.net.campus,A
jt7-ups-1a-1.net.campus,A
jt8-switch-1a-1.net.campus,A
jt8-switch-1a-2.net.campus,A
jt8-switch-1a-3.net.campus,A
jt8-ups-1a-1.net.campus,A
jt9-ups-1a-1.net.campus,A
jtd-switch-1a-1.net.campus,A
jtd-ups-1a-1.net.campus,A
jte-switch-1a-1.net.campus,A
jte-switch-1a-2.net.campus,A
jte-ups-1a-1.net.campus,A
jtf-switch-1a-1.net.campus,A
jtf-switch-jobtrl-1.net.campus,A
jtf-ups-1a-1.net.campus,A
jtf-ups-jobtrl-1.net.campus,A
jtg-switch-1a-1.net.campus,A
jtg-ups-1a-1.net.campus,A
jth-switch-1a-1.net.campus,A
jth-ups-1a-1.net.campus,A
jti-switch-1a-1.net.campus,A
jti-ups-1a-1.net.campus,A
jtj-switch-1a-1.net.campus,A
jtj-ups-1a-1.net.campus,A
jtl-switch-1a-1.net.campus,A
jtl-ups-1a-1.net.campus,A
jtm-switch-1a-1.net.campus,A
jtm-ups-1a-1.net.campus,A
jtn-switch-1a-1.net.campus,A
jtn-ups-1a-1.net.campus,A
jtp-switch-1a-1.net.campus,A
jtp-ups-1a-1.net.campus,A
jtq-switch-1a-1.net.campus,A
jtq-ups-1a-1.net.campus,A
jtr-switch-1a-1.net.campus,A
jtr-ups-1a-1.net.campus,A
jts-switch-1a-1.net.campus,A
jts-ups-1a-1.net.campus,A
jtt-switch-1a-1.net.campus,A
jtt-ups-1a-1.net.campus,A
jtu-switch-1a-1.net.campus,A
jtu-ups-1a-1.net.campus,A
jtv-switch-1a-1.net.campus,A
jtv-ups-1a-1.net.campus,A
jtw-switch-1a-1.net.campus,A
jtw-ups-1a-1.net.campus,A
jtwh8-ups-1a-1.net.campus,A
jtx-switch-1a-1.net.campus,A
jtx-ups-1a-1.net.campus,A
jty-switch-1a-1.net.campus,A
jty-ups-1a-1.net.campus,A
ju-switch-1b-1.net.campus,A
ju-switch-1b-3.net.campus,A
ju-switch-1b-4.net.campus,A
ju-switch-1b-5.net.campus,A
ju-switch-1b-6.net.campus,A
ju-switch-1b-7.net.campus,A
ju-switch-1b-9.net.campus,A
ju-switch-2b-1.net.campus,A
ju-switch-2b-2.net.campus,A
ju-switch-2b-3.net.campus,A
ju-switch-2b-4.net.campus,A
ju-switch-3b-1.net.campus,A
ju-switch-3b-2.net.campus,A
ju-switch-3b-3.net.campus,A
ju-switch-3b-4.net.campus,A
ju-switch-lab325-1.net.campus,A
ju-switch-rm162-1.net.campus,A
ju-ups-162-1.net.campus,A
ju-ups-1b-1.net.campus,A
ju-ups-1b-2.net.campus,A
ju-ups-1b-3.net.campus,A
ju-ups-2b-1.net.campus,A
ju-ups-3b-1.net.campus,A
k-switch-0a-1.net.campus,A
k-switch-0a-2.net.campus,A
k-switch-2a-1.net.campus,A
k-switch-2a-2.net.campus,A
k-switch-2a-3.net.campus,A
k-switch-2a-4.net.campus,A
k-switch-2a-5.net.campus,A
k-switch-2b-1.net.campus,A
k-switch-2b-3.net.campus,A
k-switch-2b-4.net.campus,A
k-switch-2b-5.net.campus,A
k-switch-2b-6.net.campus,A
k-ups-0a-1.net.campus,A
k-ups-2a-1.net.campus,A
kf-switch-1a-1.net.campus,A
kf-switch-1a-2.net.campus,A
kf-switch-1a-3.net.campus,A
kf-switch-1a-4.net.campus,A
kf-ups-1a-1.net.campus,A
kfo-switch-0b-1.net.campus,A
kfo-switch-0b-2.net.campus,A
kfo-switch-0b-3.net.campus,A
kfo-switch-0c-1.net.campus,A
kfo-switch-1b-1.net.campus,A
kfo-switch-1b-2.net.campus,A
kfspb-switch-1a-1.net.campus,A
kfspb-switch-1b-1.net.campus,A
kfspb-switch-4a-1.net.campus,A
kfspb-switch-wtick-1.net.campus,A
kg-switch-0a-2.net.campus,A
kg-switch-0a-3.net.campus,A
kg-switch-1a-1.net.campus,A
kg-ups-1a-1.net.campus,A
kps-switch-1a-1.net.campus,A
kps-switch-1b-1.net.campus,A
kps-switch-1b-2.net.campus,A
kps-switch-ebooth-1.net.campus,A
kps-switch-epay-1.net.campus,A
kps-switch-wbooth-1.net.campus,A
kps-ups-1b-1.net.campus,A
lhs-switch-2a-1.net.campus,A
lhs-switch-2a-3.net.campus,A
lhs-switch-2a-4.net.campus,A
lhs-switch-2a-7.net.campus,A
lhs-switch-3a-1.net.campus,A
lhs-ups-2a-1.net.campus,A
lhs-ups-2a-2.net.campus,A
lhs-ups-3a-1.net.campus,A
ls-switch-0a-1.net.campus,A
ls-switch-0a-2.net.campus,A
ls-switch-0a-3.net.campus,A
ls-switch-0a-4.net.campus,A
ls-ups-0a-1.net.campus,A
ls-ups-0a-2.net.campus,A
lsp-switch-1a-1.net.campus,A
lsp-switch-1a-2.net.campus,A
lsp-switch-119-1.net.campus,A
lsp-switch-2a-1.net.campus,A
lsp-switch-2a-2.net.campus,A
lsp-ups-1a-1.net.campus,A
lsp-ups-2a-1.net.campus,A
m-switch-1a-1.net.campus,A
m-switch-1c-1.net.campus,A
m-switch-3a-1.net.campus,A
m-switch-3a-2.net.campus,A
m-switch-3a-3.net.campus,A
m-switch-3a-4.net.campus,A
m-ups-1a-1.net.campus,A
m-ups-1c-1.net.campus,A
mf-switch-1a-1.net.campus,A
mf-switch-1b-3.net.campus,A
ml-switch-0a-1.net.campus,A
ml-switch-0a-2.net.campus,A
ml-switch-0a-3.net.campus,A
ml-switch-0a-4.net.campus,A
ml-switch-0a-5.net.campus,A
ml-switch-0a-6.net.campus,A
ml-switch-0a-7.net.campus,A
ml-switch-0a-8.net.campus,A
ml-switch-0a-9.net.campus,A
ml-ups-0a-1.net.campus,A
ml-ups-0a-2.net.campus,A
mo-switch-0a-1.net.campus,A
mo-switch-0a-2.net.campus,A
mo-switch-0a-3.net.campus,A
mo-switch-0a-4.net.campus,A
mo-switch-0a-5.net.campus,A
mo-switch-0a-6.net.campus,A
mo-switch-0a-7.net.campus,A
mo-switch-0a-8.net.campus,A
mo-switch-0a-9.net.campus,A
mo-switch-0a-10.net.campus,A
mo-switch-6a-1.net.campus,A
mo-switch-6a-2.net.campus,A
mo-ups-0a-1.net.campus,A
mo-ups-0a-2.net.campus,A
mo-ups-6a-1.net.campus,A
ms-switch-0a-2.net.campus,A
ms-switch-airforce-1.net.campus,A
ms-ups-0a-1.net.campus,A
n-switch-0b-1.net.campus,A
n-switch-1a-1.net.campus,A
n-switch-1b-1.net.campus,A
n-switch-1b-2.net.campus,A
n-switch-1b-3.net.campus,A
n-switch-1b-4.net.campus,A
n-switch-2a-1.net.campus,A
n-switch-2b-1.net.campus,A
n-switch-2b-2.net.campus,A
n-switch-2b-3.net.campus,A
n-switch-3a-1.net.campus,A
n-switch-3b-1.net.campus,A
n-switch-3b-2.net.campus,A
n-ups-0b-1.net.campus,A
n-ups-0b-2.net.campus,A
n-ups-1a-1.net.campus,A
n-ups-1b-1.net.campus,A
n-ups-2a-1.net.campus,A
n-ups-2b-1.net.campus,A
n-ups-3a-1.net.campus,A
n-ups-3b-1.net.campus,A
nf-apbridge-remote-1.net.campus,A
nf-apbridge-root-1.net.campus,A
ngm-switch-2a-1.net.campus,A
nistac-switch-1a-1.net.campus,A
nistac-switch-1a-2.net.campus,A
nistac-switch-1a-3.net.campus,A
nistac-switch-1a-4.net.campus,A
nistac-switch-1a-5.net.campus,A
nistac-switch-1a-6.net.campus,A
nm1-switch-1a-1.net.campus,A
nwak-switch-1a-1.net.campus,A
nwak-ups-1a-1.net.campus,A
ocb1-ups-a-1.net.campus,A
ocb1-ups-a-2.net.campus,A
ocb1-ups-b-1.net.campus,A
ocb1-ups-b-2.net.campus,A
ocb1-ups-c-1.net.campus,A
ocb1-ups-c-2.net.campus,A
pbb-switch-1a-1.net.campus,A
pfs-switch-1a-1.net.campus,A
ph-switch-1a-1.net.campus,A
ph-switch-1a-11.net.campus,A
ph-switch-1b-1.net.campus,A
ph-switch-1b-2.net.campus,A
ph-switch-2a-2.net.campus,A
ph-switch-2a-3.net.campus,A
ph-switch-2a-4.net.campus,A
ph-ups-1a-1.net.campus,A
ph-ups-1b-1.net.campus,A
ph-ups-2a-1.net.campus,A
pp-appliance-209-3.net.campus,A
pp-bridge-209-1.net.campus,A
pp-router-209-11.net.campus,A
pp-switch-209-5.net.campus,A
pp-switch-209-6.net.campus,A
pp-switch-2a-1.net.campus,A
pp-switch-2a-2.net.campus,A
pp-switch-chiller-1.net.campus,A
pp-ups-209-1.net.campus,A
pp-ups-209-3.net.campus,A
pp-ups-209-5.net.campus,A
pp-wism-8a-1.net.campus,A
pp-wism-8b-1.net.campus,A
pp-wlc-209-1.net.campus,A
pp-wlc-209-2.net.campus,A
pr-switch-0a-1.net.campus,A
pr-ups-0a-1.net.campus,A
prh-switch-0a-1.net.campus,A
prh-switch-0a-2.net.campus,A
prh-switch-0a-3.net.campus,A
prh-switch-1a-1.net.campus,A
prh-switch-1a-2.net.campus,A
prh-switch-1a-3.net.campus,A
prh-switch-1a-4.net.campus,A
prh-switch-1a-5.net.campus,A
prh-switch-1a-6.net.campus,A
prh-switch-1a-7.net.campus,A
prh-switch-1a-8.net.campus,A
prh-switch-1b-1.net.campus,A
prh-switch-1c-1.net.campus,A
prh-switch-2a-1.net.campus,A
prh-switch-2a-2.net.campus,A
prh-switch-2a-3.net.campus,A
prh-switch-en1naepanel-0.net.campus,A
prh-switch-gate-1.net.campus,A
prh-ups-0a-1.net.campus,A
prh-ups-0a-2.net.campus,A
prh-ups-1a-1.net.campus,A
prh-ups-1a-2.net.campus,A
prh-ups-2a-1.net.campus,A
ps-switch-1a-1.net.campus,A
pu-switch-0a-1.net.campus,A
pu-switch-0a-2.net.campus,A
pu-switch-0a-3.net.campus,A
pu-switch-3a-1.net.campus,A
pu-switch-3a-2.net.campus,A
pu-switch-3a-3.net.campus,A
pu-ups-0a-1.net.campus,A
pu-ups-3a-1.net.campus,A
ocb1-switch-a-1.net.campus,A
ocb1-switch-b-1.net.campus,A
ocb1-switch-c-1.net.campus,A
ocb1-switch-mdf-2.net.campus,A
ocb1-wlc-mdf-1.net.campus,A
rec-switch-0a-1.net.campus,A
rec-switch-1a-1.net.campus,A
rec-switch-2a-1.net.campus,A
rec-ups-0a-1.net.campus,A
rec-ups-2a-1.net.campus,A
rvc-switch-1a-1.net.campus,A
s-switch-0a-1.net.campus,A
s-switch-0a-2.net.campus,A
s-switch-0a-3.net.campus,A
s-switch-0a-4.net.campus,A
s-switch-0d-1.net.campus,A
s-switch-0d-5.net.campus,A
s-switch-0e-1.net.campus,A
s-switch-0g-1.net.campus,A
s-switch-1d-1.net.campus,A
s-switch-1d-2.net.campus,A
s-switch-1d-3.net.campus,A
s-switch-1d-4.net.campus,A
s-switch-1d-5.net.campus,A
s-switch-1d-6.net.campus,A
s-swithc-1f-1.net.campus,A
s-switch-1f-1.net.campus,A
s-switch-1f-2.net.campus,A
s-switch-1f-3.net.campus,A
s-switch-1f-4.net.campus,A
s-switch-2a-1.net.campus,A
s-switch-2d-1.net.campus,A
s-switch-2d-2.net.campus,A
s-switch-2d-3.net.campus,A
s-switch-2e-1.net.campus,A
s-switch-2e-3.net.campus,A
s-switch-2e-4.net.campus,A
s-switch-2f-1.net.campus,A
s-switch-2f-2.net.campus,A
s-switch-2f-3.net.campus,A
s-switch-2f-4.net.campus,A
s-switch-2f-5.net.campus,A
s-switch-2f-6.net.campus,A
s-switch-2f-7.net.campus,A
s-switch-2g-1.net.campus,A
s-switch-2g-2.net.campus,A
s-switch-2g-3.net.campus,A
s-switch-2g-4.net.campus,A
s-ups-0a-1.net.campus,A
s-ups-0a-2.net.campus,A
s-ups-0d-1.net.campus,A
s-ups-0e-1.net.campus,A
s-ups-1d-1.net.campus,A
s-ups-1f-1.net.campus,A
s-ups-2e-1.net.campus,A
s-ups-2f-1.net.campus,A
s-ups-2g-1.net.campus,A
sc-switch-1b-1.net.campus,A
sc-switch-2a-1.net.campus,A
sc-switch-2a-2.net.campus,A
sc-switch-2a-3.net.campus,A
sc-switch-2a-4.net.campus,A
sc-ups-2a-1.net.campus,A
sc-ups-bottom-1b-2.net.campus,A
sc-ups-top-1b-1.net.campus,A
sh-switch-1a-1.net.campus,A
sh-ups-1a-1.net.campus,A
sr-switch-0a-1.net.campus,A
sr-switch-0a-2.net.campus,A
sr-ups-0a-1.net.campus,A
ssl-switch-1a-1.net.campus,A
ssl-ups-0a-1.net.campus,A
stc-ups-191-1.net.campus,A
stc-ups-191-2.net.campus,A
t-switch-0a-1.net.campus,A
t-switch-2a-1.net.campus,A
t-switch-2a-2.net.campus,A
t-ups-2a-1.net.campus,A
tdml-switch-1a-1.net.campus,A
th-switch-1a-1.net.campus,A
th-switch-1a-2.net.campus,A
th-switch-1a-3.net.campus,A
th-switch-1302d-1.net.campus,A
th-switch-1302d-2.net.campus,A
th-switch-2e-1.net.campus,A
th-switch-2e-2.net.campus,A
th-switch-2e-3.net.campus,A
th-switch-2w-1.net.campus,A
th-switch-2w-2.net.campus,A
th-switch-3c-1.net.campus,A
th-switch-3c-2.net.campus,A
th-switch-3c-3.net.campus,A
th-switch-3c-4.net.campus,A
th-switch-3c-5.net.campus,A
th-switch-3c-6.net.campus,A
th-switch-3e-1.net.campus,A
th-switch-3e-2.net.campus,A
th-switch-3e-3.net.campus,A
th-switch-3w-1.net.campus,A
th-switch-3w-2.net.campus,A
th-ups-1a-1.net.campus,A
th-ups-1a-2.net.campus,A
th-ups-2e-1.net.campus,A
th-ups-2w-1.net.campus,A
th-ups-3c-1.net.campus,A
th-ups-3e-1.net.campus,A
th-ups-3w-1.net.campus,A
um-switch-0a-1.net.campus,A
um-switch-105-1.net.campus,A
um-switch-27-1.net.campus,A
um-switch-27-3.net.campus,A
um-switch-2a-1.net.campus,A
um-switch-2a-5.net.campus,A
um-switch-3a-1.net.campus,A
um-ups-0a-1.net.campus,A
um-ups-2a-1.net.campus,A
um-ups-3a-1.net.campus,A
un-switch-0a-1.net.campus,A
un-switch-0a-2.net.campus,A
un-switch-0a-11.net.campus,A
un-switch-1e-1.net.campus,A
un-switch-2e-1.net.campus,A
un-switch-ballroom-1.net.campus,A
un-switch-ballroom-2.net.campus,A
un-switch-lut-1.net.campus,A
un-switch-lut-2.net.campus,A
un-ups-0a-1.net.campus,A
vcs-switch-1a-1.net.campus,A
vcs-switch-1a-2.net.campus,A
vcs-switch-1b-1.net.campus,A
vcs-switch-1z-1.net.campus,A
vcs-switch-2a-1.net.campus,A
vms-switch-0a-1.net.campus,A
vmt-switch-0a-1.net.campus,A
vmt-switch-1a-1.net.campus,A
vmt-switch-1a-2.net.campus,A
vmt-switch-2a-1.net.campus,A
vmt-switch-2a-2.net.campus,A
vmt-switch-3a-1.net.campus,A
vmt-switch-3a-2.net.campus,A
vmt-switch-4a-1.net.campus,A
vmt-ups-16b-1.net.campus,A
vmt-ups-16b-2.net.campus,A
vz-switch-0a-1.net.campus,A
vz-switch-2a-1.net.campus,A
vz-switch-3a-1.net.campus,A
vz-ups-0a-1.net.campus,A
vz-ups-2a-1.net.campus,A
vz-ups-3a-1.net.campus,A
w-switch-0a-1.net.campus,A
w-switch-0a-2.net.campus,A
w-switch-0a-3.net.campus,A
w-switch-1c-1.net.campus,A
w-ups-0a-1.net.campus,A
w-ups-1c-1.net.campus,A
wa-switch-0a-1.net.campus,A
wa-switch-0d-1.net.campus,A
wa-switch-1c-1.net.campus,A
wa-switch-1c-2.net.campus,A
wa-switch-1c-3.net.campus,A
wa-switch-328-1.net.campus,A
wa-switch-328-2.net.campus,A
wa-switch-328-3.net.campus,A
wa-switch-328-4.net.campus,A
wa-switch-3a-1.net.campus,A
wa-switch-3a-3.net.campus,A
wa-switch-3a-4.net.campus,A
wax-switch-1c-1.net.campus,A
wax-switch-1c-3.net.campus,A
wax-switch-1c-4.net.campus,A
wax-ups-1c-1.net.campus,A
wb-switch-1a-1.net.campus,A
wb-switch-1b-1.net.campus,A
wb-switch-1c-1.net.campus,A
wb-switch-1d-1.net.campus,A
wb-ups-1a-1.net.campus,A
wd-switch-1b-1.net.campus,A
wel-switch-1a-1.net.campus,A
wh-switch-0a-1.net.campus,A
wh-switch-0a-2.net.campus,A
wh-switch-0b-1.net.campus,A
wh-switch-0b-5.net.campus,A
wh-wism-7a-1.net.campus,A
wh-wism-7b-1.net.campus,A
wh-wism-8a-1.net.campus,A
wh-wism-8b-1.net.campus,A
wh-wism-9a-1.net.campus,A
wh-wism-9b-1.net.campus,A
wh-ups-0a-1.net.campus,A
wh-ups-0a-3.net.campus,A
wh-ups-0a-4.net.campus,A
wh-ups-0a-5.net.campus,A
wh-ups-0b-1.net.campus,A
ws-switch-1a-1.net.campus,A
k-state.org,TXT
4812F9C0EF8ACA8713E7B2286EB1665E.k-state.org,A
www.k-state.org,A
www-personal.k-state.org,A
unix.k-state.org,A
ces.k-state.org,A
www.ces.k-state.org,A
kscga.k-state.org,A
kscga.k-state.org,TXT
www.kscga.k-state.org,A
nrhh.k-state.org,A
universal.k-state.org,A
k-state.net,TXT
vpn.k-state.net,A
wireless-vpn.k-state.net,A
tar.cns.k-state.net,A
tar.cns.k-state.net,MX
RP.cns.k-state.net,A
tar.reshall.k-state.net,A
ksu.org,TXT
ces.ksu.org,A
www.ces.ksu.org,A
nrhh.ksu.org,A
kstate.org,TXT
k-state.info,TXT
k-state.info,A
www.k-state.info,A
kansasstate.info,TXT
kansasstate.info,A
www.kansasstate.info,A
kansasstateuniversity.info,TXT
kansasstateuniversity.info,A
www.kansasstateuniversity.info,A
ksuwildcats.org,TXT
ksuwildcats.org,A
www.ksuwildcats.org,A
ksuwildcats.net,TXT
ksuwildcats.net,A
www.ksuwildcats.net,A
ksuwildcats.com,TXT
ksuwildcats.com,A
www.ksuwildcats.com,A
ksuwildcats.info,TXT
ksuwildcats.info,A
www.ksuwildcats.info,A
zk-state.com,TXT
zk-state.com,A
www.zk-state.com,A
test.zk-state.com,A
smtp.zk-state.com,A
mail.zk-state.com,A
stats.zk-state.com,A
stage.zk-state.com,A
accounting.zk-state.com,A
ftp.stage.zk-state.com,A
ftp.zk-state.com,A
ftp2.zk-state.com,A
ftp3.zk-state.com,A
teamlogo.zk-state.com,A
members.zk-state.com,A
news.zk-state.com,A
stage.members.zk-state.com,A
webboard.zk-state.com,A
webreports.zk-state.com,A
alumni.k-state.com,TXT
alumni.k-state.com,SPF
k-state.com,A
k-state.com,MX
www.k-state.com,A
alummail.k-state.com,A
alumni.k-state.com,A
alumni.k-state.com,MX
imap.alumni.k-state.com,A
mail.alumni.k-state.com,A
pop.alumni.k-state.com,A
smtp.alumni.k-state.com,A
imap.k-state.com,A
intranet.k-state.com,A
iv.k-state.com,A
mail.k-state.com,A
pop.k-state.com,A
smtp.k-state.com,A
vpmail.k-state.com,A
webmail.k-state.com,A
wstage.k-state.com,A
www-stage1.k-state.com,A
www-stage2.k-state.com,A
7820DAC384AF62A9F430B98A0664B4A7.k-state.com,A
_1782fa1b83c9df6f9313996154a93aa8.completekstate.com,A
completekstate.com,A
www.completekstate.com,A
completekstate.net,A
completekstate.org,A
_0bc8cbf54d6a712a8320d9569f16eea8.completek-state.com,A
completek-state.com,A
www.completek-state.com,A
completek-state.net,A
completek-state.org,A
_a0f147d170ecb0074f609f7b62b8fce6.kstateappliedengineering.com,A
kstateappliedengineering.com,A
www.kstateappliedengineering.com,A
kstateappliedengineering.net,A
kstateappliedengineering.org,A
_5102350d4dc96f8c4de764e4631e0a48.k-stateappliedengineering.com,A
k-stateappliedengineering.com,A
www.k-stateappliedengineering.com,A
k-stateappliedengineering.net,A
k-stateappliedengineering.org,A
_87fef92e0218053a10dd19b2a5971395.kstatecomputersystems.com,A
kstatecomputersystems.com,A
www.kstatecomputersystems.com,A
kstatecomputersystems.net,A
kstatecomputersystems.org,A
_9693f9ba54f2f840fb472255f9517956.k-statecomputersystems.com,A
k-statecomputersystems.com,A
www.k-statecomputersystems.com,A
k-statecomputersystems.net,A
k-statecomputersystems.org,A
k-statesportstours.com,A
www.k-statesportstours.com,A
kstatesportstours.com,A
www.kstatesportstours.com,A
wildcatorgs.com,TXT
wildcatorgs.com,A
www.wildcatorgs.com,A
wildcatorgs.net,TXT
wildcatorgs.net,A
www.wildcatorgs.net,A
wildcatorgs.org,TXT
wildcatorgs.org,A
www.wildcatorgs.org,A
comet-iucrc.org,TXT
_4a0cc7e0670bf5be945e42dd910d65b6.comet-iucrc.org,A
comet-iucrc.org,A
www.comet-iucrc.org,A
dev.comet-iucrc.org,A
heiferconsult.com,TXT
heiferconsult.com,A
www.heiferconsult.com,A
heiferconsult.org,TXT
heiferconsult.org,A
www.heiferconsult.org,A
F90F743F4CEEEC11467FD13A1E6280FF.bcipregnancyanalytics.org,A
bcipregnancyanalytics.org,A
www.bcipregnancyanalytics.org,A
breedingconsult.com,TXT
breedingconsult.com,A
www.breedingconsult.com,A
breedingconsult.org,TXT
breedingconsult.org,A
www.breedingconsult.org,A
cowherdconsult.com,TXT
cowherdconsult.com,A
www.cowherdconsult.com,A
cowherdconsult.org,TXT
cowherdconsult.org,A
www.cowherdconsult.org,A
breedingsoundnessconsult.com,TXT
breedingsoundnessconsult.com,A
www.breedingsoundnessconsult.com,A
breedingsoundnessconsult.org,TXT
breedingsoundnessconsult.org,A
www.breedingsoundnessconsult.org,A
bullconsult.com,TXT
bullconsult.com,A
www.bullconsult.com,A
bullconsult.org,TXT
bullconsult.org,A
www.bullconsult.org,A
2DC489C188C5634DBCF7DCD17E9650BA.k-stateaviation.com,A
k-stateaviation.com,A
www.k-stateaviation.com,A
k-statepilot.com,TXT
64F5AB4A6993C30E2E2D01649D4B7842.k-statepilot.com,A
k-statepilot.com,A
www.k-statepilot.com,A
kstatepilot.com,TXT
C874DA7AA9B8743C55CFCF52C66B855D.kstatepilot.com,A
kstatepilot.com,A
www.kstatepilot.com,A
polytechnicexperience.com,TXT
A4204DBD1EC317F0BC7C0D9D69D28050.polytechnicexperience.com,A
polytechnicexperience.com,A
www.polytechnicexperience.com,A
ksucdc.org,TXT
ksucdc.org,A
www.ksucdc.org,A
gpidea.org,TXT
gpidea.org,A
www.gpidea.org,A
dev.gpidea.org,A
new.search.gpidea.org,A
kccto.org,TXT
kccto.org,A
www.kccto.org,A
forum.kccto.org,A
learn.kccto.org,A
A341124FCCA107519C96F135498610E4.kccto.org,A
k-statealumni.org,TXT
www.k-statealumni.org,A
kstatealumni.org,TXT
www.kstatealumni.org,A
k-statealumni.com,TXT
www.k-statealumni.com,A
kstatealumni.com,TXT
www.kstatealumni.com,A
kansasforests.org,TXT
kansasforests.org,A
amurmaple.kansasforests.org,A
www.kansasforests.org,A
somkey.kansasforests.org,A
smokey2.kansasforests.org,A
kansasenergyprogram.org,TXT
_aeeddf12c18c4a653feaa04bc2c9c531.kansasenergyprogram.org,A
_7da306556259130abdc31fad616e3723.kansasenergyprogram.org,A
kansasenergyprogram.org,A
www.kansasenergyprogram.org,A
dev.kansasenergyprogram.org,A
kansasenergyprogram.com,TXT
_aeeddf12c18c4a653feaa04bc2c9c531.kansasenergyprogram.com,A
_7da306556259130abdc31fad616e3723.kansasenergyprogram.com,A
kansasenergyprogram.com,A
www.kansasenergyprogram.com,A
dev.kansasenergyprogram.com,A
sensoryanalysis.org,TXT
sensoryanalysis.org,A
www.sensoryanalysis.org,A
web.sensoryanalysis.org,A
sensoryanalysis.net,TXT
sensoryanalysis.net,A
www.sensoryanalysis.net,A
web.sensoryanalysis.net,A
sensoryanalysis.com,TXT
sensoryanalysis.com,A
www.sensoryanalysis.com,A
web.sensoryanalysis.com,A
sensory-analysis.org,TXT
sensory-analysis.org,A
www.sensory-analysis.org,A
web.sensory-analysis.org,A
sensory-analysis.net,TXT
sensory-analysis.net,A
www.sensory-analysis.net,A
web.sensory-analysis.net,A
sensory-analysis.com,TXT
sensory-analysis.com,A
www.sensory-analysis.com,A
web.sensory-analysis.com,A
sensoryanalysiscenter.org,TXT
sensoryanalysiscenter.org,A
www.sensoryanalysiscenter.org,A
web.sensoryanalysiscenter.org,A
sensoryanalysiscenter.net,TXT
sensoryanalysiscenter.net,A
www.sensoryanalysiscenter.net,A
web.sensoryanalysiscenter.net,A
sensoryanalysiscenter.com,TXT
sensoryanalysiscenter.com,A
www.sensoryanalysiscenter.com,A
web.sensoryanalysiscenter.com,A
sensory-evaluation.org,TXT
sensory-evaluation.org,A
www.sensory-evaluation.org,A
web.sensory-evaluation.org,A
sensory-evaluation.net,TXT
sensory-evaluation.net,A
www.sensory-evaluation.net,A
web.sensory-evaluation.net,A
