fqdn,recordType
rec-engg-due-0093.mediasite.ksu.edu,A
rec-engg-due-0096.mediasite.ksu.edu,A
rec-engg-due-0097.mediasite.ksu.edu,A
rec-engg-mobile.mediasite.ksu.edu,A
rec-vetmed-vcs-101.mediasite.ksu.edu,A
rec-vetmed-vmt-201.mediasite.ksu.edu,A
rec-vetmed-vmt-301.mediasite.ksu.edu,A
mtd.ksu.edu,A
www.mtd.ksu.edu,A
allaccess.mtd.ksu.edu,A
nabc.ksu.edu,A
beta.rem.nabc.ksu.edu,A
dev.nabc.ksu.edu,A
llbp.nabc.ksu.edu,A
php.nabc.ksu.edu,A
webdev.nabc.ksu.edu,A
www.nabc.ksu.edu,A
nacada.ksu.edu,A
www.nacada.ksu.edu,A
apps.nacada.ksu.edu,A
gandalf.nacada.ksu.edu,A
ida.nacada.ksu.edu,A
media.nacada.ksu.edu,A
nacadatest.nacada.ksu.edu,A
new.nacada.ksu.edu,A
test.nacada.ksu.edu,A
testbox.nacada.ksu.edu,A
urza.nacada.ksu.edu,A
fc240b-naaa-qb.nacada.ksu.edu,A
help.nacada.ksu.edu,A
www.help.nacada.ksu.edu,A
_nfsv4idmapdomain.net.ksu.edu,TXT
cornea.net.ksu.edu,A
a-hub.net.ksu.edu,A
a-hub-2.net.ksu.edu,A
a-hub-3.net.ksu.edu,A
a-hub-0c-1.net.ksu.edu,A
a-router-0a-1.net.ksu.edu,A
a-switch.net.ksu.edu,A
afh-hub.net.ksu.edu,A
afh-hub-gardencity-0a-1.net.ksu.edu,A
airwave.net.ksu.edu,A
ak-bridge.net.ksu.edu,A
ak-hub-220a-1.net.ksu.edu,A
athletics-vpn.net.ksu.edu,A
bam-hub.net.ksu.edu,A
bc-hub.net.ksu.edu,A
bc-router-1a-1.net.ksu.edu,A
bd-hub-0a-1.net.ksu.edu,A
bh-switch.net.ksu.edu,A
bh-bridge.net.ksu.edu,A
biosec-firewall-1a-4.net.ksu.edu,A
biosec-virtualfirewall-1a-3.net.ksu.edu,A
bri-aruba-wireless.net.ksu.edu,A
bri-firewall-1a-1.net.ksu.edu,A
bri-firewall-1a-2.net.ksu.edu,A
bt-hub.net.ksu.edu,A
bt-hub-1b-1.net.ksu.edu,A
bu-hub.net.ksu.edu,A
c-hub.net.ksu.edu,A
c-switch.net.ksu.edu,A
c-switch-0b-2.net.ksu.edu,A
c-switch-0b-3.net.ksu.edu,A
c-switch-0b-4.net.ksu.edu,A
c-switch-0b-5.net.ksu.edu,A
c-switch-0b-6.net.ksu.edu,A
cb-bridge.net.ksu.edu,A
cb-switch-0a-1.net.ksu.edu,A
cc-hub.net.ksu.edu,A
cc-switch-0a-2.net.ksu.edu,A
cc-switch-0a-4.net.ksu.edu,A
cc-switch-0a-6.net.ksu.edu,A
cc-switch-0a-7.net.ksu.edu,A
cc-switch-0a-8.net.ksu.edu,A
cl-hub.net.ksu.edu,A
cmanager.net.ksu.edu,A
cpradius.net.ksu.edu,A
cpradius1.net.ksu.edu,A
cpradius2.net.ksu.edu,A
cw-hub.net.ksu.edu,A
cw-switch.net.ksu.edu,A
cw-math-bridge.net.ksu.edu,A
cw-phys-bridge.net.ksu.edu,A
cw-physhe-bridge.net.ksu.edu,A
cw1.net.ksu.edu,A
d-hub.net.ksu.edu,A
d-switch.net.ksu.edu,A
d-switch-0a-3.net.ksu.edu,A
dcn.net.ksu.edu,A
de-hub.net.ksu.edu,A
df-bridge.net.ksu.edu,A
df-switch-1a-6.net.ksu.edu,A
diversity.net.ksu.edu,A
do-hub.net.ksu.edu,A
du-switch.net.ksu.edu,A
du-switch-2c-3.net.ksu.edu,A
dy-bridge.net.ksu.edu,A
dy-switch-2a-4.net.ksu.edu,A
ecs-switch-0b-2.net.ksu.edu,A
ecs-switch-0b-3.net.ksu.edu,A
ecs-switch-0b-4.net.ksu.edu,A
ecs-switch-1a-2.net.ksu.edu,A
ecs-switch-1a-3.net.ksu.edu,A
eh-hub.net.ksu.edu,A
eqnx.net.ksu.edu,A
eqnx-1.net.ksu.edu,A
eqnx-2.net.ksu.edu,A
erh-hub.net.ksu.edu,A
erh-pri-hub.net.ksu.edu,A
erh-pub-hub.net.ksu.edu,A
es-hub.net.ksu.edu,A
es-switch-118-1.net.ksu.edu,A
f-hub.net.ksu.edu,A
f-pri-bridge.net.ksu.edu,A
f-pub-bridge.net.ksu.edu,A
f-switch-0a-1.net.ksu.edu,A
f-switch-0a-2.net.ksu.edu,A
f-switch-0a-3.net.ksu.edu,A
fbc-router-0b-1.net.ksu.edu,A
fbc-switch-0b-1.net.ksu.edu,A
fbc-switch-0b-2.net.ksu.edu,A
fc-switch-145c-1.net.ksu.edu,A
fc-switch-145c-2.net.ksu.edu,A
fc-switch-145c-3.net.ksu.edu,A
fc-switch-216-1.net.ksu.edu,A
fc-switch-216-2.net.ksu.edu,A
fc-switch-216-4.net.ksu.edu,A
fc-switch-216-5.net.ksu.edu,A
fc-switch-2d-1.net.ksu.edu,A
fc-switch-2d-3.net.ksu.edu,A
fd-hub.net.ksu.edu,A
fhh-switch-0a-1.net.ksu.edu,A
fl-cns-switch.net.ksu.edu,A
fl-gw.net.ksu.edu,A
fl-lib-bridge.net.ksu.edu,A
fl-lib-switch-1.net.ksu.edu,A
fl-lib-switch-2.net.ksu.edu,A
fl-lib-switch-3.net.ksu.edu,A
fl-lib-switch-4.net.ksu.edu,A
fl-lib-switch-5.net.ksu.edu,A
fl-lib-switch-6.net.ksu.edu,A
fl-lib-switch-7.net.ksu.edu,A
fl-lib-switch-8.net.ksu.edu,A
fl-lib-switch-9.net.ksu.edu,A
fl-lib-switch-10.net.ksu.edu,A
fl-switch.net.ksu.edu,A
gal-hub.net.ksu.edu,A
gd-switch-0a-1.net.ksu.edu,A
forestry-bridge.net.ksu.edu,A
hh-hub.net.ksu.edu,A
hh-switch-0a-2.net.ksu.edu,A
hl-appliance-backupdirector-12-4.net.ksu.edu,A
hl-appliance-primarydirector-12-3.net.ksu.edu,A
hl-appliance-primaryf5-12-1.net.ksu.edu,A
hl-appliance-secondaryf5-12-2.net.ksu.edu,A
hl-dialup.net.ksu.edu,A
hl-router-009a-1.net.ksu.edu,A
hl-router-009a-2.net.ksu.edu,A
hl-router-12-1.net.ksu.edu,A
hl-switch-12-7.net.ksu.edu,A
hl-switch-12-8.net.ksu.edu,A
hl-switch-12-9.net.ksu.edu,A
hl-switch-3b-10.net.ksu.edu,A
hl-switch-4a-2.net.ksu.edu,A
hl-termserv-12-1.net.ksu.edu,A
hl-termserv-12-2.net.ksu.edu,A
hlview.net.ksu.edu,A
hy-hub.net.ksu.edu,A
hz-hub.net.ksu.edu,A
ics.net.ksu.edu,A
imwtchn.net.ksu.edu,A
jt-w-hub.net.ksu.edu,A
ju-bridge.net.ksu.edu,A
ju-switch-1b-2.net.ksu.edu,A
k-hub.net.ksu.edu,A
k-hub-0a-1.net.ksu.edu,A
k-hub-0a-5.net.ksu.edu,A
k-cisco.net.ksu.edu,A
kabsu-hub.net.ksu.edu,A
kec-switch-1a-1.net.ksu.edu,A
kec-switch-1a-2.net.ksu.edu,A
kf-bridge.net.ksu.edu,A
kfc-cisco.net.ksu.edu,A
kfc-fac-bridge.net.ksu.edu,A
kfc-fnd-bridge.net.ksu.edu,A
kfc-hub.net.ksu.edu,A
kfc-iso-bridge.net.ksu.edu,A
kfc-pub-bridge.net.ksu.edu,A
kfc-switch.net.ksu.edu,A
kfs-cisco.net.ksu.edu,A
kfs-hub.net.ksu.edu,A
kfs-switch.net.ksu.edu,A
kg-switch-0a-3.net.ksu.edu,A
kg-switch-0a-4.net.ksu.edu,A
koicvpn.net.ksu.edu,A
ksah-router-adalee-1.net.ksu.edu,A
ksah-router-becker-1a-1.net.ksu.edu,A
ksah-router-danny-1.net.ksu.edu,A
ksah-router-james-1.net.ksu.edu,A
ksah-router-krause-1.net.ksu.edu,A
ksah-router-kurt-1.net.ksu.edu,A
ksah-router-nathan-1.net.ksu.edu,A
ksre-router-chanute-6a-1.net.ksu.edu,A
ksre-router-colby-1a-1.net.ksu.edu,A
ksre-router-gardencity-3a-1.net.ksu.edu,A
ksre-router-hays-2a-1.net.ksu.edu,A
ksre-router-parsons-4a-1.net.ksu.edu,A
lhs-firewall-2a-1.net.ksu.edu,A
lhs-firewall-2a-2.net.ksu.edu,A
lhs-switch-2a-1.net.ksu.edu,A
lhs-switch-2a-2.net.ksu.edu,A
lhs-switch-2a-3.net.ksu.edu,A
lhs-switch-2a-4.net.ksu.edu,A
lhs-switch-2a-5.net.ksu.edu,A
lhs-switch-2a-6.net.ksu.edu,A
ls-hub.net.ksu.edu,A
ls-hub-0a-1.net.ksu.edu,A
lsh-hub.net.ksu.edu,A
m-bridge.net.ksu.edu,A
mf-switch-1b-2.net.ksu.edu,A
mo-hub.net.ksu.edu,A
monitor.net.ksu.edu,A
ms-hub.net.ksu.edu,A
n-switch.net.ksu.edu,A
n-dialup-rm18.net.ksu.edu,A
n-cns-bridge.net.ksu.edu,A
n-cis-bridge.net.ksu.edu,A
n-pub-bridge.net.ksu.edu,A
n-lab-bridge.net.ksu.edu,A
n-cns-hub.net.ksu.edu,A
n-gw.net.ksu.edu,A
n-lab-hub.net.ksu.edu,A
n-test-bridge.net.ksu.edu,A
n-cisco.net.ksu.edu,A
nac.net.ksu.edu,A
nerd1.net.ksu.edu,A
nerd2.net.ksu.edu,A
net-zen.net.ksu.edu,A
netman2.net.ksu.edu,A
netnag1.net.ksu.edu,A
netnag2.net.ksu.edu,A
nf-enddev-beef-1.net.ksu.edu,A
nf-enddev-dairy-1.net.ksu.edu,A
nf-enddev-feedmill-1.net.ksu.edu,A
nf-enddev-horse-1.net.ksu.edu,A
nf-enddev-nwcorner-1.net.ksu.edu,A
nf-enddev-poultry-1.net.ksu.edu,A
nf-enddev-swine-1.net.ksu.edu,A
ngm-switch-2a-1.net.ksu.edu,A
noc.net.ksu.edu,A
nocserver1.net.ksu.edu,A
noc1.net.ksu.edu,A
nocserver2.net.ksu.edu,A
nucleus.net.ksu.edu,A
signontest.net.ksu.edu,A
ocb1-switch-mdf-1.net.ksu.edu,A
origin.net.ksu.edu,A
pcifw.net.ksu.edu,A
ph-bridge.net.ksu.edu,A
policevpn.net.ksu.edu,A
pp-appliance-209-1.net.ksu.edu,A
pp-appliance-209-16.net.ksu.edu,A
pp-appliance-vpnconcentrator-209-2.net.ksu.edu,A
pp-cisco-1.net.ksu.edu,A
pp-cisco-2.net.ksu.edu,A
pp-cisco-3.net.ksu.edu,A
pp-cisco-5.net.ksu.edu,A
pp-cisco7000.net.ksu.edu,A
pp-cmanager-1.net.ksu.edu,A
pp-cmrem-1.net.ksu.edu,A
pp-enddev-209-1.net.ksu.edu,A
pp-firewall-209-1.net.ksu.edu,A
pp-hippie.net.ksu.edu,A
pp-hub.net.ksu.edu,A
pp-router-209-1.net.ksu.edu,A
pp-router-209-12.net.ksu.edu,A
pp-router-209-13.net.ksu.edu,A
pp-router-209-14.net.ksu.edu,A
pp-router-209-16.net.ksu.edu,A
pp-router-209-2.net.ksu.edu,A
pp-router-209-3.net.ksu.edu,A
pp-router-209-8.net.ksu.edu,A
pp-router-209-9.net.ksu.edu,A
pp-router-salina-1.net.ksu.edu,A
pp-router-salina-2.net.ksu.edu,A
pp-termserv-209-1.net.ksu.edu,A
pp-termserv-209-2.net.ksu.edu,A
pp-termserv-209-3.net.ksu.edu,A
pp-ups-2a-3.net.ksu.edu,A
pp-ups-2a-4.net.ksu.edu,A
pp-ups-2a-5.net.ksu.edu,A
pp-wellfleet.net.ksu.edu,A
ppview.net.ksu.edu,A
prptyq-router-1a-1.net.ksu.edu,A
prptyq-switch-1a-1.net.ksu.edu,A
prptyq-ups-1a-1.net.ksu.edu,A
ps-router-1a-1.net.ksu.edu,A
ps-switch-0a-1.net.ksu.edu,A
ps-switch-0a-2.net.ksu.edu,A
pu-hub-0a-1.net.ksu.edu,A
kr-cisco.net.ksu.edu,A
mlc-cisco.net.ksu.edu,A
s-hub.net.ksu.edu,A
s-hub-2a-1.net.ksu.edu,A
sal-cisco.net.ksu.edu,A
sf-apbridge-root-1.net.ksu.edu,A
sf-apbridge-towerpmp-3.net.ksu.edu,A
sf-apbridge-towerpp-2.net.ksu.edu,A
sf-enddev-cabin-1.net.ksu.edu,A
sf-enddev-flux-1.net.ksu.edu,A
sf-enddev-ksu1-1.net.ksu.edu,A
sh-bridge.net.ksu.edu,A
slam.net.ksu.edu,A
source.net.ksu.edu,A
sr-hub.net.ksu.edu,A
stc-enddev-191-1.net.ksu.edu,A
stc-router-191-1.net.ksu.edu,A
t-hub.net.ksu.edu,A
telnet.net.ksu.edu,A
th-bridge.net.ksu.edu,A
th-3e-hub.net.ksu.edu,A
th-2e-hub.net.ksu.edu,A
th-3c-hub.net.ksu.edu,A
th-1c-hub.net.ksu.edu,A
th-3w-hub.net.ksu.edu,A
th-2w-hub.net.ksu.edu,A
th-switch-1004-1.net.ksu.edu,A
th-switch-1302a-1.net.ksu.edu,A
th-switch-4022c-1.net.ksu.edu,A
um-bridge.net.ksu.edu,A
um-switch-2a-1.net.ksu.edu,A
un-switch.net.ksu.edu,A
vcs-appliance-b144-1.net.ksu.edu,A
vcs-switch.net.ksu.edu,A
vcs-switch-b144-1.net.ksu.edu,A
vms-bridge.net.ksu.edu,A
vms-router-0a-1.net.ksu.edu,A
vms-switch.net.ksu.edu,A
vms-switch-0a-3.net.ksu.edu,A
vmt-switch.net.ksu.edu,A
vms-cisco.net.ksu.edu,A
vpn.net.ksu.edu,A
vpntest.net.ksu.edu,A
vz-hub-0a-1.net.ksu.edu,A
vz-pub-bridge.net.ksu.edu,A
vz-pri-bridge.net.ksu.edu,A
wa-bridge-0a-1.net.ksu.edu,A
wa-east-bridge.net.ksu.edu,A
wa-hub.net.ksu.edu,A
wa-switch-3a-2.net.ksu.edu,A
wax-switch-1c-1.net.ksu.edu,A
wax-switch-1c-4.net.ksu.edu,A
wb-bridge.net.ksu.edu,A
wcs1.net.ksu.edu,A
wd-hub.net.ksu.edu,A
westview.net.ksu.edu,A
wh-cisco.net.ksu.edu,A
wh-cmanager-1.net.ksu.edu,A
wh-cmrem-1.net.ksu.edu,A
wh-firewall-0a-1.net.ksu.edu,A
wh-hub.net.ksu.edu,A
wh-router-0a-1.net.ksu.edu,A
wh-router-0a-2.net.ksu.edu,A
cacti.net.ksu.edu,A
cpmgmt.net.ksu.edu,A
cpmgmt1.net.ksu.edu,A
cpmgmt2.net.ksu.edu,A
ngml.ksu.edu,A
www.ngml.ksu.edu,A
ftp.ngml.ksu.edu,A
board.ngml.ksu.edu,A
caliber.ngml.ksu.edu,A
charger.ngml.ksu.edu,A
dakota.ngml.ksu.edu,A
hexadecane.ngml.ksu.edu,A
hydrogen.ngml.ksu.edu,A
nitro.ngml.ksu.edu,A
opc.ngml.ksu.edu,A
gaslab.ngml.ksu.edu,NS
charger.gaslab.ngml.ksu.edu,A
olathe.ksu.edu,TXT
olathe.ksu.edu,A
www.olathe.ksu.edu,A
1data.olathe.ksu.edu,A
_nfsv4idmapdomain.ome.ksu.edu,TXT
ome.ksu.edu,A
accordent.ome.ksu.edu,A
admissions.rc.ome.ksu.edu,A
alpha.ome.ksu.edu,A
alpha.pro.ome.ksu.edu,A
alphavm.ome.ksu.edu,A
apm1.ome.ksu.edu,A
apps.ome.ksu.edu,A
apricot.ome.ksu.edu,A
artifactory.ome.ksu.edu,A
asaweb.ome.ksu.edu,A
ash.ome.ksu.edu,A
beta.chat.ome.ksu.edu,A
beta.whiteboard.ome.ksu.edu,A
birch.ome.ksu.edu,A
boxelder.ome.ksu.edu,A
brand.ome.ksu.edu,A
build.ome.ksu.edu,A
camtasiarelay.ome.ksu.edu,A
ccard.ome.ksu.edu,A
chat.ome.ksu.edu,A
chat-int.ome.ksu.edu,A
chat-test.ome.ksu.edu,A
cherry.ome.ksu.edu,A
cognus.ome.ksu.edu,A
config.ome.ksu.edu,A
connect.ome.ksu.edu,A
ctam.ome.ksu.edu,A
daele.ome.ksu.edu,A
dav.ome.ksu.edu,A
db10-dev.ome.ksu.edu,A
db-beta.ome.ksu.edu,A
db-dev.ome.ksu.edu,A
db-int.ome.ksu.edu,A
db-prod.ome.ksu.edu,A
db-test.ome.ksu.edu,A
dcm.ome.ksu.edu,A
defect.ome.ksu.edu,A
dementia.ome.ksu.edu,A
dev.ome.ksu.edu,A
docs.ome.ksu.edu,A
eid.ome.ksu.edu,A
eis.test.ome.ksu.edu,A
eprofile.ome.ksu.edu,A
errors.ome.ksu.edu,A
fisto.ome.ksu.edu,A
foo.ome.ksu.edu,A
sarabande.ome.ksu.edu,A
fugazi.ome.ksu.edu,A
flix.ome.ksu.edu,A
hosted.ome.ksu.edu,A
hq.ome.ksu.edu,A
id.ome.ksu.edu,A
idmsanity.ome.ksu.edu,A
idme-test.ome.ksu.edu,A
idmservices.ome.ksu.edu,A
idmsupport.ome.ksu.edu,A
inclass.ome.ksu.edu,A
insane.ome.ksu.edu,A
irc.ome.ksu.edu,A
irc-int.ome.ksu.edu,A
jenkins.ome.ksu.edu,A
jobapp.ome.ksu.edu,A
jabber.ome.ksu.edu,A
jobs.ome.ksu.edu,A
kenobi.ome.ksu.edu,A
koth.ome.ksu.edu,A
krayt.ome.ksu.edu,A
ksde.ome.ksu.edu,A
ksustaging.ome.ksu.edu,A
webdev.ksustaging.ome.ksu.edu,A
labs.ome.ksu.edu,A
layar.ome.ksu.edu,A
webdev.layar.ome.ksu.edu,A
ldap.ome.ksu.edu,A
ldap-prod.ome.ksu.edu,A
ldap-sync.ome.ksu.edu,A
ldap-write.ome.ksu.edu,A
ldap3-sync.ome.ksu.edu,A
ldap3-write.ome.ksu.edu,A
lilac.ome.ksu.edu,A
live.ome.ksu.edu,A
live-media1.ome.ksu.edu,A
live-media2.ome.ksu.edu,A
media.ome.ksu.edu,A
miscftp.ome.ksu.edu,A
monitor.ome.ksu.edu,A
mrf.ome.ksu.edu,A
mundi.ome.ksu.edu,A
mysql-dev.ome.ksu.edu,A
nacada.ome.ksu.edu,A
oak.ome.ksu.edu,A
ome-cms1.ome.ksu.edu,A
ome-jabber1.ome.ksu.edu,A
ome-jabber1-bip.ome.ksu.edu,A
ome-jabber2.ome.ksu.edu,A
omed.ome.ksu.edu,A
oid.ome.ksu.edu,A
palm.ome.ksu.edu,A
pdb.ome.ksu.edu,A
pgsql-dev.ome.ksu.edu,A
piha.ome.ksu.edu,A
pine.ome.ksu.edu,A
pio.ome.ksu.edu,A
psengine.ome.ksu.edu,A
psengine2.test.ome.ksu.edu,A
real.ome.ksu.edu,A
redwood.ome.ksu.edu,A
relay.ome.ksu.edu,A
rep.ome.ksu.edu,A
speedtest.ome.ksu.edu,A
sso.ome.ksu.edu,A
wiki2-test.ome.ksu.edu,A
wiki2.ome.ksu.edu,A
sensu.ome.ksu.edu,A
sensu-test.ome.ksu.edu,A
ome-shibboleth-p-app.ome.ksu.edu,A
shibboleth.ome.ksu.edu,A
sidious.ome.ksu.edu,A
sisxfer.ome.ksu.edu,A
smb-dev.ome.ksu.edu,A
sonar.ome.ksu.edu,A
static.ome.ksu.edu,A
stats.ome.ksu.edu,A
test.ome.ksu.edu,A
tiin.ome.ksu.edu,A
tools.ome.ksu.edu,A
tora.ome.ksu.edu,A
trebor.ome.ksu.edu,A
txtl-dev.ome.ksu.edu,A
txtl-prod.ome.ksu.edu,A
txtl-test.ome.ksu.edu,A
txtl-test-rest.ome.ksu.edu,A
txtl-ksis.ome.ksu.edu,A
ud.ome.ksu.edu,A
veld.ome.ksu.edu,A
vos.ome.ksu.edu,A
webdev.ome.ksu.edu,A
webdev.accordent.ome.ksu.edu,A
webdev.errors.ome.ksu.edu,A
webdev.forms.ome.ksu.edu,A
webdev.ksde.ome.ksu.edu,A
webdev.hosted.ome.ksu.edu,A
webdev.id.ome.ksu.edu,A
webdev.inclass.ome.ksu.edu,A
webdev.labs.ome.ksu.edu,A
webdev.mrf.ome.ksu.edu,A
webdev.nacada.ome.ksu.edu,A
webdev.ud.ome.ksu.edu,A
webdev.webteam.ome.ksu.edu,A
webteam.ome.ksu.edu,A
whiteboard.ome.ksu.edu,A
whiteboard-int.ome.ksu.edu,A
whiteboard-test.ome.ksu.edu,A
wiki.ome.ksu.edu,A
wimbaprod1.ome.ksu.edu,A
wimbaprod11.ome.ksu.edu,A
wimbaprod1-1.ome.ksu.edu,A
wimbaprod2.ome.ksu.edu,A
wimbadev1.ome.ksu.edu,A
wimbavtprod.ome.ksu.edu,A
wimbavtdev.ome.ksu.edu,A
windu.ome.ksu.edu,A
wiz.ome.ksu.edu,A
wowza.ome.ksu.edu,A
wowza-test.ome.ksu.edu,A
www.ome.ksu.edu,A
wwwksu.ome.ksu.edu,A
www-build.ome.ksu.edu,A
ome-wwwksu-p-file.ome.ksu.edu,A
xendor.ome.ksu.edu,A
yoda.ome.ksu.edu,A
www.rave-p.ome.ksu.edu,A
udoit.ome.ksu.edu,A
upload.rave-p.ome.ksu.edu,A
test.rave-p.ome.ksu.edu,A
pdb.test,A
psengine.test,A
admissions.test,A
admissions2.test,A
ctam.test,A
jobapp.test,A
jobapp2.test,A
teval.test,A
elections.test,A
elections-rc1.test,A
expansis.test,A
cas-passthroughs.test,A
idmsanity.test,A
idmservices.test,A
idmsupport.test,A
eprofile.test,A
groups.test,A
ldap-write.test,A
ldap-hp-write.test,A
ldap.test,A
ldap-sync.test,A
ldap2-sync.test,A
ldap-persist.test,A
teval2.test,A
tevalrc1.test,A
ome-shibboleth-t1-app.test,A
shibboleth.test,A
sso.test,A
sso-t1.test,A
wwwksu.test,A
eiseletest.test,A
alpha.live.ome.ksu.edu,A
alpha.media.ome.ksu.edu,A
alpha.whiteboard.ome.ksu.edu,A
bok.ome.ksu.edu,A
cnfs-ome.ome.ksu.edu,A
cvs.ome.ksu.edu,A
drakas.ome.ksu.edu,A
hudson.ome.ksu.edu,A
justiss.ome.ksu.edu,A
mailhub.ome.ksu.edu,A
mysql-prod.ome.ksu.edu,A
o365auth.ome.ksu.edu,A
ome-samba.ome.ksu.edu,A
ome-samba1.ome.ksu.edu,A
plett.ome.ksu.edu,A
smb.ome.ksu.edu,A
svn.ome.ksu.edu,A
tainer.ome.ksu.edu,A
tainer-vip.ome.ksu.edu,A
tandre.ome.ksu.edu,A
tandre-vip.ome.ksu.edu,A
viewvc.ome.ksu.edu,A
wiki-test.ome.ksu.edu,A
wyn.ome.ksu.edu,A
oeie.ksu.edu,TXT
oeie.ksu.edu,A
apps.oeie.ksu.edu,A
calvin.oeie.ksu.edu,A
db.oeie.ksu.edu,A
demo.oeie.ksu.edu,A
dev.oeie.ksu.edu,A
epscor.oeie.ksu.edu,A
ethan.oeie.ksu.edu,A
hobbes.oeie.ksu.edu,A
intranet.oeie.ksu.edu,A
intranet.beta.oeie.ksu.edu,A
james.oeie.ksu.edu,A
jenkins.oeie.ksu.edu,A
joshua.oeie.ksu.edu,A
kpics.prod.oeie.ksu.edu,A
kpics.test.oeie.ksu.edu,A
kpics.demo.oeie.ksu.edu,A
kpics.staging.oeie.ksu.edu,A
lib.oeie.ksu.edu,A
mail.oeie.ksu.edu,A
misc.oeie.ksu.edu,A
mysql.oeie.ksu.edu,A
postgres.oeie.ksu.edu,A
redis.oeie.ksu.edu,A
smil.oeie.ksu.edu,A
test.oeie.ksu.edu,A
web.oeie.ksu.edu,A
www.oeie.ksu.edu,A
mailgun.oeie.ksu.edu,TXT
mailgun.oeie.ksu.edu,SPF
email.mailgun.oeie.ksu.edu,A
krs._domainkey.mailgun.oeie.ksu.edu,TXT
oip.ksu.edu,A
www.oip.ksu.edu,A
cobalt.olsonlab.ksu.edu,A
helium.olsonlab.ksu.edu,A
iridium.olsonlab.ksu.edu,A
rubidium.olsonlab.ksu.edu,A
urco.ondemand.ksu.edu,A
local.urco.ondemand.ksu.edu,A
optionsplusmilitary.ksu.edu,A
www.optionsplusmilitary.ksu.edu,A
dev.optionsplusmilitary.ksu.edu,A
oracle.ksu.edu,A
www.oracle.ksu.edu,A
research.orsp.ksu.edu,MX
oznet.ksu.edu,A
oznet.ksu.edu,TXT
oznet.ksu.edu,SPF
bigbug.oznet.ksu.edu,A
agcm-agjn-lab.oznet.ksu.edu,A
agre-work.oznet.ksu.edu,A
agre-home.oznet.ksu.edu,A
ksre-ksuad-ts.oznet.ksu.edu,A
vcenter.oznet.ksu.edu,A
ansi-ts.oznet.ksu.edu,A
4hyp-ts.oznet.ksu.edu,A
asi-genetics.oznet.ksu.edu,A
benyshek.oznet.ksu.edu,A
cundiff.oznet.ksu.edu,A
radon.oznet.ksu.edu,A
access1.oznet.ksu.edu,A
access2.oznet.ksu.edu,A
access3.oznet.ksu.edu,A
access4.oznet.ksu.edu,A
access5.oznet.ksu.edu,A
access6.oznet.ksu.edu,A
access7.oznet.ksu.edu,A
access8.oznet.ksu.edu,A
access9.oznet.ksu.edu,A
flash.oznet.ksu.edu,A
beef-genetics.oznet.ksu.edu,A
beefgenetics.oznet.ksu.edu,A
beefcattle.oznet.ksu.edu,A
beefcattle1.oznet.ksu.edu,A
beefcattle2.oznet.ksu.edu,A
ksgreenyards.oznet.ksu.edu,A
www.ksgreenyards.oznet.ksu.edu,A
ksre-blogs.oznet.ksu.edu,A
ksre-cms1.oznet.ksu.edu,A
ksre-cms2.oznet.ksu.edu,A
ksre-cms3.oznet.ksu.edu,A
ksre-cms4.oznet.ksu.edu,A
ksre-cms5.oznet.ksu.edu,A
ksre-cms6.oznet.ksu.edu,A
ksre-dev1.oznet.ksu.edu,A
ksre-dev2.oznet.ksu.edu,A
ksre-devdb.oznet.ksu.edu,A
ksre-devdb2.oznet.ksu.edu,A
ksre-devlamp1.oznet.ksu.edu,A
ksre-devlamp1a.oznet.ksu.edu,A
ksre-devlamp1b.oznet.ksu.edu,A
ksre-devlamp1c.oznet.ksu.edu,A
ksre-devlamp2.oznet.ksu.edu,A
ksre-devlamp2a.oznet.ksu.edu,A
ksre-devlamp2b.oznet.ksu.edu,A
ksre-devlamp2c.oznet.ksu.edu,A
ksre-devlamp3.oznet.ksu.edu,A
ksre-devlamp4.oznet.ksu.edu,A
ksre-dvc.oznet.ksu.edu,A
ksre-stream1.oznet.ksu.edu,A
ksre-stream2.oznet.ksu.edu,A
ksre-stream3.oznet.ksu.edu,A
ksre-dc1.oznet.ksu.edu,A
ksre-dc2.oznet.ksu.edu,A
ksre-dc3.oznet.ksu.edu,A
ksre-dc4.oznet.ksu.edu,A
ksre-dc5.oznet.ksu.edu,A
ksre-dc6.oznet.ksu.edu,A
ksre-ids.oznet.ksu.edu,A
gsi-back.oznet.ksu.edu,A
4hfd-back.oznet.ksu.edu,A
ksre-nasbk1.oznet.ksu.edu,A
ksre-nasbk2.oznet.ksu.edu,A
comm-nasbk1.oznet.ksu.edu,A
comm-nasbk2.oznet.ksu.edu,A
gsi-nas1.oznet.ksu.edu,A
ksre-vcenter.oznet.ksu.edu,A
gsi-storage.oznet.ksu.edu,A
igpevents.oznet.ksu.edu,A
www.igpevents.oznet.ksu.edu,A
chaos.oznet.ksu.edu,A
tinman.oznet.ksu.edu,A
ftp.oznet.ksu.edu,A
mercury.oznet.ksu.edu,A
smtp.oznet.ksu.edu,A
webmail.oznet.ksu.edu,A
pop.oznet.ksu.edu,A
benchmarkfeed.oznet.ksu.edu,A
www.benchmarkfeed.oznet.ksu.edu,A
bmf.oznet.ksu.edu,A
www.bmf.oznet.ksu.edu,A
lolly.oznet.ksu.edu,A
media.oznet.ksu.edu,A
ksre-web1.oznet.ksu.edu,A
ksre-web2.oznet.ksu.edu,A
dorothy.oznet.ksu.edu,A
stream.oznet.ksu.edu,A
authenticate.oznet.ksu.edu,A
bison.oznet.ksu.edu,A
